polarity,text
0,Glad the cranky rent lady was actually friendly this morning ... I'd still like to keep my rent money though 
1,@FrankieTheSats well your not the only one who does that hehe  x x
0,@pipsytip ... fail. we has a v fuzzy e4.  cannot see his shiny head 
0,Just lost my internet signal  how will life go on
1,@The_Reaper you bet!i want it! 
1,"WHAT A DAY!!!  Moved in, unpacked, and pulled off another bday surprise for Brett.  Spending the weekend with the Bollman clan in SB!  "
1,@Boyislost I'm going to get ready now. Thanks again for the chat and introducing me to cool tweeps. I'll talk to you soon 
0,@IAmDJRansum  I know u on tonight  We keeping on tuesday and sundays now ..  Im feelin  better just a lil  headache right now
0,I have a 14 mile walk at midnight tonight and im really ill  x
1,"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny."
0,@MrsMW poor baby  Poor mama! Hope tomorrow is better!
0,Read for a widow today.  Her husband came in loud and clear. He had been a marine and exposed to agent orange 
1,...still =&gt; [Happy Mother's Day] for real for real for real this time! 
1,hi to new followers... I shud be following everyone back.. if im not following you let me know and i will follow woof woof 
0,Cliff Richards and the Shadows going on tour. Oh when will the recession ever end. 
0,Lonely. bored. tired. lonely 
1,OMFG. they have red bull energy shots now!! 
0,its just not the same 
0,strongly dislikes the fact that she cannot write her ppr due trues because she needs help with it. 
0,..now has a headache! ..now  i hav to go to work w a headache 
1,@SuperwomanAK I only watch Gossip Girl - awesome show!! 
0,Packing sucks 
0,Why are most of the top Robert Pattinson twitters suspended? 
0,Whoohoo now I have really holidayss.  But my stomach hurtss   I'm now gonna watch sonnywithachance/hannahmontana/jonas &amp; much more eps.
1,Lunch time! gtg  be back later!
0,@JeepNaked Tonight is our last night in StL.  Probably not gonna be able to make it out 
0,@ookook That's not very nice 
1,Whossssss up 
1,@kriswak I wish I could. *sigh* Have fun! 
1,"When riding the train one tends to run into a few odd/misfits, though there's times you bump into someone interesting, like right now "
1,"@mandajayne22 Still, it's nice to have a weekday off work  I'm pottering about in the garden too, as it's another gorgeous day. How's you?"
0,is SUPER DUPER worried about maths tomorrow! Failure is fast approaching! 
0,is figuring it out twitter haha and English paper sucks  http://twitpic.com/3pbop
0,15 hours and counting  work has to end soon rights 
0,"didnt watch the game, no interest in the finals at all  watching college hill...dont judge me!!!"
0,i need a nap but i have such weird dreams whenever i do and then whoever calls and wakes me up has to listen about them 
0,@PCSTACK19 re assignment n cleaning  boring hehehe
1,"@WeTheTRAVIS last night was totally awesome, best night ever, you were truely epic  x"
1,@nimprojects Im going to take your suggestion to heart- a baby pool is necessary for that roof 
1,@b1kini thanks for the tip about Seemic... appreciate it 
1,happy birth day from friday Pete Wentz 
0,"about to go swimming. ll stand my ground, you will not carry me down. i wish you&lt;333 were here. "
1,"Had beers at venue with the guys, waiting for soundcheck "
1,@kevinroast you must be a fake 
1,@HollisRocks Don't we ALL need a Hello Kitty coffee press?! I know I want one!  love it!
1,@Dojie carfull there u might know stuff out of it lol!! haha evill joshie 
1,@ddlovato i love that song of christina aguilera 
0,FB #iPhone app is closing at random... again 
0,@chrispetescia  Feel better. What happened on Saturday? Any weird filming?
1,@anaggh 
1,"@WiredPig Hah! Thank you, sir. Gotta watch out for the despots with the rosy round cheeks. They're the worst. "
0,So very frustrated with flight delays and home inspections. Wishing the husband wasn't stuck in Chicago. 
1,I finally feel tired. Going to bed now. Night night tweeters 
0,i dont wanna make my own dinner 
1,@mrgreavsie Actually I think that the joys come with a euro - sterling conversion. 
1,is out enjoying Philadelphia today 
0,I'm looking to ship some materials (and Google swag) to the DC area for NECC. Anyone in the area willing to receive? ISTE won't. 
0,"@JessicaRosales yeah i cant change my pic ethier, nor my background  sad face"
0,@AndrewsBit Yeah.....we went to see Gary Moore last month!  Bit disappointed as he just played really heavy blues all night! No lizzy 
0,"@RockLoi it is just you. However that last one was an in joke, unfortunately there's no one on twitter who would have got it "
0,@khensu83 really Khen? 
1,@charlieflint That was a great email! And my glass is raised 
1,Freebie: Buy one Wendy's Frosty - get one for free! Get your coupon here! http://short.to/1cp2 Follow me for your Twitter freebies! 
1,"@antzpantz Yeah true. I wasn't actually planning on watching it but, you know, it's the Prime Minister! He should know better. "
0,I'm home...  I wanna go back to the lake
0,@ijustine stunning however you never respond to any of your followers 
0,@jameswilding I haven't won an iPhone yet. I've got one but it appears to be backing up for decades all of a sudden 
0,I'm actually still confused about some things in Twitter 
0,"watching catch me if you can, lonely in palmetto, fl! "
0,"Back nda da Boro wit 10min to get to work, not lookn forward to this double shift an extra tired  until I rest good day twitterland!!!"
1,"had a great time last night! thanks so much to everyone that came out, said hey, bought a cd/shirt or just came and hung out. THANKS "
1,wow. that was amazing... 
0,"@danimichelon limit, control, make people spy each other.. its even worse "
0,I miss The Blues Playing!  I cant Wait For October!
1,@oOoANNIEoOo  Morning Sunshine!
1,@Miss_Melbourne thank you for the #ff recco much appreciated 
0,"@leftwanting @sarah_marina I'm so upset I can't go to a show either.  But, hey...THERE'S ALWAYS LFO!  &amp; I love my Sock Crew too! "
0,i wish i couldve stayed at dyls longer  soo jealous of his new car!
0,"It Pisses me off when someone dropped my stuff from the headbin without saying sorry n just left, TWICE!! oh well, welcome to indo  #fb"
0,Work sucks today 
0,"@AudreyyLynn samee! i was trying to change my background and it said it was successful, but it wasn't "
1,im soo greatful to have friends and family that support me in every way!  thank you all!
0,"I have a headache. I know where I went wrong, I was mixing dark and light. Never do that  but overall lastnight was fun"
0,is in for round two of winter 09 cold/flu...and it's only just the middle of May 
1,wotcin the film &quot;madeline&quot; 
0,lol now i sound like diddy. 
1,"@xxxSupermodel Yankees are going down once more, the Evil Empire will not rise this year "
0,is sad  http://plurk.com/p/11jssd
1,@amydecker I love you! Plans in the making! 
0,@lisadoods I'm much the same  Know what you mean about shoes indoors though! I don't wear them either - Keeps the cat happy I guess!!!
0,@dylanhoney Fuck yeah we do. I haven't seen you in ages. 
0,Grounded sa computer 
1,I want a great dane. Majestic monsters  looking forward to tomorrow.
0,16 more days 2 go back 2 india. never realized that the concept of 'day' is pretty relative. suddenly it is looking so far away 
0,stuck in global again...with an internet connection that crashes like every 10 minutes. grrr. 
0,I'm racing time trying to get on a skytrain before it's not running anymore... Stupid millenium line 
0,I hate that the Friends boxset is too big to fit with the rest of my TV DVDs... It disturbs the organisation 
0,78 in my office - 82 in Miner's office - maintenance says they are so backed up we may not see them till tomorrow 
0,"@beanlania hey u my dorkie! I miss u 2! U left w/o sayin gudbye, I'll never forget it  watsup dorkie? @MAydEH hellooo 2 maydeee.."
1,@AndyAdrenaline Thanks chick 
0,My teeth hurt... 
1,"my cat is snoring... aww, how cute! "
0,http://twitpic.com/55a5q - serious backup at starbucks drivethru 
0,"@catstress Ooooh, I do yes yes! Except - dammit, I am filming the Qype Party... *sigh* Two cool things happening on the same night "
1,@shaunjumpnow how was it meeting pete wentz....??? ... did he smell nice ?? 
0,Why am I so affected by all the nonsense? Felt so down lately  - http://tweet.sg
1,just finished my #FollowFridays thanks to all you amazing people who make Twitter such a great place 
0,Well crap! I just fell and my ankle is not happy! Ice pack and laying on the couch is now my plan for Sunday morning. 
1,Meagan hates smores weirdo nicole 
1,I love sunshine 
1,"@sabrinasantari hahaha, i meant her ! and roobaki and fanny and leny and  yovi. i totally made leny and fanny get twitter! "
0,I wish we were still at the beach. 
1,"http://twitpic.com/5ezs4 Tigger on his way to be Neutered, don't think he had a smile on his face on the way out of the clinic "
1,"@bacpkr oh yeah, it's definitely funnier after you explain it "
1,@Willie_Day26 HERE'S Y0UR &quot;S0 G00D&quot; L00K IN M0TI0N -- I UPL0ADED IT A WEEK AG0!!  http://bit.ly/PrWA4
1,@iKniter DON'T DO IT!!!  Crocs are EBIL!!!  (And fugly...)  
1,@bethchristou And what a proposal! 
1,@kari_shma http://www.pharmaeffects.com/2008/12/red-bull-the-risks-and-side-effects/ this link is for you. Mind checking it out a bit? 
0,@dbest2009 dang do you need to go to uni to work in a zoo  i hope not cos i wanna play with a panda!
1,@LouisaLoon hey louisa i guess i am on facebook  so why are you off school?
0,hey twitterboos i'm sick ya'll cramps 
1,@kimberlyfaye thank you 
0,doesnt understand how twitter works... 
0,Waiting for the bus! Oh bus where are you? 
1,My sister says she's on a quest for a M.A.N  LOL good luck gurl 
1,Wondering what score I got in the UPCAT and ACET mock exams 
1,Loves the Mr. oh so much these days!! 
0,We work in a sweatshop now Ms. Louie!! 
0,OMG!!! @MPaintal and @ptserkonis I just read about some brit who came up with an idea to dispense flip flops from a vending machine!!!! 
1,&quot;I'm Gonna Run For Mayor&quot; &quot;You're The Wrong Color!&quot; LOL. I Love The Wire  N
0,Omg i have work tomorrow..... I don't wanna go 
0,Hey @jmatuk No se escucha...   (jmatuk live &gt; http://ustre.am/3wbL)
1,@sarahndipitous  Thanks - and thank you for the great tweet -I'm working hard on lessening the list and ticking off more!! Joy to you 
1,@ladygaga excited about the Paparazzi video! 
0,"@MorenoRican hey Dre... how the FUCK are you, since you completely forgot about me "
1,has developed a thing  for older white guys 
0,I am the queen of losing things. Important things like keycards and bus passes. 
0,"ouch my wrist hurts, gym accident, will have to see a surgeon "
0,@gsquaredd im doin sit-ups because i feel tht i dnt have a body to wear sexii shit  lmaoo
0,wooow pittsburgh  letss gooo!
0,@innuendogirl BTW what do you mean I still have a way to go?  I'm already awesome enough. 
0,"@kvchang lost over?finally.waste of tv space.lol.tht said,sry4ur loss.i knw hw u feel cos i'll miss dsm "
1,Pusing sudah agak hilang...thanks God. Udah minum airputih banyak dan skr mau makan siang dulu. Mgkn nanti sore bisa ke gym 
0,I'm trying to see Justin's video on SNL... 
0,I'm hungry....high metabolism sucks. It doesn't help that I'm stuck in Portal right now.  
1,"@suczekaj Don't go back, go forwards! "
0,@jerseygalrocker NOOOO! Sorry I can actually reply! I'm sorry! You should text all day tomorrow! I know its not the same!  I feel for ya.
1,@DeiondraSanders aaaayyyy!! what kinda trouble u gettin into?  lol
1,@Allwomantalk That would explain it 
0,Lightning storm last night knocked out my cable modem  I have no access to the tubes!
1,@TerrenceJ106 yep no doubt! take it easy TJ and I see u at 6pm today! 
0,WOW having an iPhone is like my goal in life! But i'll never be able to afford  Gotta get a job 1st. It probably helps out in the long run
1,@thesmartipants your prices def ROCK! ;) shell need all the help she can get so I hope your diapers ROCK too 
0,@pswope33 if u dont stop ignoreing my calls imma kick ur arse!!!!Not a very nice Sister 
0,@PreetiSodhi awwwhhh you miss me!  i miss you too. ok how does this twitter work? nad whens ur bf coming back?
0,@FreakFlagFlyer I won't go now.I have all saturday to sleep.Or at least some of it.I have to study for my exams too.  How old are you?
0,"@nycgrl88 haha don't call this fool a man, he's an immature little boy who needs to lay off. im sorry! uber lame "
0,@bellametaphor  they fell off. sisqo's fan site is all janky now. they are supposed to have a reality show or something coming out
1,"@cityrat59 cool, I think yo will like it "
1,@Jonasbrothers :O ! just 10 days left guys *-*   -isi from Chile. 
0,"Omg, I'm a murdere! I accidently just killed a spider "
0,"said goodbye to the Baha'is tonight     One goodbye down, lots more to go."
0,is now alone in the house. 
1,@AlanCarr Possins? The daft bitch! 
0,...Off to work now then 
0,Hey @primeirona89fm comeeeeeÃ§a   (show89 live &gt; http://ustre.am/2XNJ)
0,@jcautomation it just worked for @edgardojimenez but it's not working for me...  
0,"@bursaar   that wasnt nice , all i was doin was doing was respondin to what i think is cool sheesh!"
0,@trellthms what r u doing tonight bro?I wanna go out 
0,@CSI_PrintChick do u heart starbucks girl ? 
1,Scary: 14% of my time I spend on Google Reader :O http://wakoopa.com/shtole ~wakoopa's pretty fun to look at every once in a while 
0,Soon heading to the hall for my last day at Synod 
1,is loving the sunshine 
0,@muzzling Ouch dude.  How?
0,drag me to hell... yes! thts wat exams are doing to me... 
0,"lettin her borrow MY halo for a lil while...hope to get it back undamaged one day....    in San Jose, CA"
0, leaving work two hours early.
0,@nehamujumdar aww  you could use any type of cheese that blends well with the rest of your ingredients.
0,"Sugar, we're going down, arent we D: or at least i am  cannot figure out why i am so easily emotionally affected *cry*"
0,with tressa. cheerleading tomorrow 
1,Watching chelsea lately the whole day 
1,@meangirllissa thanks mel  imma miss u guys next yr 
1,"Ok, so I work on my birthday... I'm gonna be as optimistic as I can be "
0,Lost.... Again 
0,"@kspidel in meetings since 4 - oddly most of them were on transit-related issues.  Now, I have to metro home.  "
0,@MollieOfficial I'm very sad I haven't been to see you on tour  Next time for sure! Put Your Boots On Baby Get To...WORK WORK! x
1,"@wilderlove LOL Charlie's got so much more to cheer him, trust me he will be ok "
1,@dougiemcfly please please PLEASE say hey to @elliemcfly she loves you! pleaseee!  xxxxxxxxxxxx
1,@danieljenkins That's good to hear  I take a day off the grid each week Does the being good
1,@remzology me too. I dont have a lap on the first place. But pen and paper seems the best choice even if I had.. 
0,ok im really fed up with twitter right now 
1,Another fun photoshoot!  it's beautiful today
0,@Ooniepix Its cold in here....I left the Duke hoodie at the crib.  lol
1,"Ok peeps, time for me and the wife to go sliding... into bed and dreamland  luvya n huggles &gt;&gt;O&lt;&lt;"
1,@chrisbharrison OMG.  I need spell check on this thing.  I meant I'm NOT liking Wes.  seems shady or snakelike or something.  
0,Spent 2 dollars on a cherry coke and can't get this sucker open what the heck? Grrr 
0,@twimailer Twitter says my twimailer email isn't working anymore.  Can't see an easy way to fix on ur site...
0,moms best friends son just died in a motorcycle accident. she had another son die of a heart attack. i feel so bad for her 
0,underworld will be down soon 
0,only 19 followers...        its only cos i'm new and im happy cos i just bought sour watermelon sweets!!!
1,Just bought the black clandestine batmond necklace on ebay. Hooray for shopping 
1,Off to worl then Manda later!! 
1,THANKS SiS!!!! JUST TO MAKE SURE 
0,No more History or Art class 
1,@Joorrie Never heard Miley's version though  I love Everlife's Good bye!  me heart everlife
1,TGIF!!  cash dayyy!!! $kachinnng$
0,"@cow_grrrl @woganmay hehe. Not my intention this time, I promise. I'm really bleeding too! Silly cat "
1,I'm not really feeling the whole 'going to class and being productive' thing today....hooky?! 
1,http://twitpic.com/6885f - Zilla is sleeping like this haha love it 
0,@Marktavious.. leave me BE! 
0,No more iPhone 3.0 exclusivity  .
0,Thanks to the amazing @jonasbrothers concert in Chile! my wallet don't survive to @Coldplay concert   Damn!
0,@hockey10001 probably in a week or two. depending on how many vids i can make. i still have finals 
0,"Had a hell of a day including cat pee, lost keys, road works, detours, traffic jams. Wont be getting to ATUB "
1,@tommcfly i bet you guys did very well. 
0,I like some of the old threadless designs that have been sold out long ago. 
1,@emaatwell ahhh interesting  I hope she won't bite you 
0,the directions failed me. came home from my chipotle search empty handed. 
0,@jamieluvsjordan OMJ...I saw it on you MS n didn't know what to say...he just looks soo sad/bored 
1,long day....but a super fun day 
1,"@bobthegiraffe @theRoose, @anaitaa - something chinesey. to remember honky.  dragon/xiang gang/some chinese characters... SO EXCITED "
1,Two weeks till i see hey monday!!!!!! I dont think i can contain my excitment 
0,@omgkeyana Sweeet. Now you've made me want to watch itt D: Don't think it's out on dvd here yet boo  Have fun perving I'm off to sleep&lt;333
1,@delante do they serve stuffed french toast?! LOL It's the first thing Im gonna have when I get to the U.S. I SWEAR! LOL Enjoy breakfast 
0,@dougiemcfly Oh no!!  Hope you get better for your show in Argentina! Good luck!
1,Watching my daughter walk more and more every day makes me happy  I do a lot of excited shrieking
1,@theMaykazine aahhh I wish I could go with you!!! Have fun 
0,homework 
1,court got moved up to next wednesday.  just goin to screw todd over even more...YEAH!!! one day he'll learn not to F*@% me over.
0,"got caught walking in the rain, freezing now "
0,@funkylovin  on your ani?  sorry
1,"@Krucial hey, so just to follow up, i think duty is calling   do you have an official mode of communication for biz"
0,"I am really starting to hate fridays, nothing but bad news followed by a horrific work day "
1,Me too! 
0,"is having such an awful day at work, she could cry!!! Sob Sob .. I need plan B to take off asap   "
1,Just chilling at home mate... 
1,@brandeelamb Maybe we'll do a morning show or something. i can always wait for it to come out. 
0,kris and adam nominated under same category 
1,@JackPenate u were top notch matey at The Sage!  Thanks!
0,Really wish I was going to some good festivals this year 
0,"I'm awake and would like to go back to sleep, but can't. Hmph "
0,@pinkcutie91 I had to literally force myself to go. I broke my back tooth sunday night so I HAD to go....and it hurts 
0,Chloe has tears from her left eye when she cries now! Awww 
1,"@McGrathComm Thx for noticing!  Even after more than 25 years doing radio, I still like to prepare, wink. Interview went very well!"
1,@oliviamunn How long before the Frisbee Golfer &quot;accidentally&quot; catches one in the back of the head from his friend  
1,i think im going crazy 
1,going to buy a &quot;teach yourself the piano&quot; book tomorrow!! So excited!! 
1,@jzy Oooo love that.  Very cool.  Definitely post other stuff you find.  Im stuck in the house  ehh Ill just live vicariously!
0,My son has a nasty cough. Poor little guy didn't get enough sleep last night 
0,I would rather be doing anything than this care plan  i hate assignments!
1,"@ROBsessedBlog Welcome back, and thanks for the pictures. You made my morning 100% better "
0,@DonPrice I know  it's so sad
0,going to bed. i got my hopes up enough for one night. 
1,sunday baby. urijah faber will get his belt back. 
0,i swear this is the first time ive ever seen my parents irritated with each other 
1,6 more days til my birthday 
1,@Palmettovore Thank you for tweeting this! 
1,http://twitpic.com/6pu5w - Beau is so eccentric. He'll be taping flowers to his head.. 
1,"@saragarth i no just like me  mwhahaha, he it my clone "
0,"@aec_ferris   Yes, very sad "
0,My friend keeps playing with the piano!  It's so loud
1,Filled up the Versys and calculated my fuel mileage for the first time: 47mpg. Not too shabby 
1,I'm on the air.....NOW!!!  
1,On the road to the bay area. With a quad white mocha. 
1,See ya  I'm going to watch Disney Pixar's UP 
0,Taking a break while trying to pack. Alone and bored in daly city  anyone down to watch UP conmigo?!
0,Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! 
1,"@veropperez as promised, here's the pic of it  http://twitpic.com/6e0kn"
0,my back hurts  i have spanish to do now :|
0,@Zane_Stark I hear ya!  8 hour work days are not cool 
0,http://twitpic.com/7lytp - Last tweet before flying  gonna miss you internet xxx
1,@dopegirlfresh 
0,"@ljc I did tweet  Loved UP! LLC was scared at times, and chatty at times, but loved it."
1,@puffaddering cool  its good that you are into nutrition as well.. that means you will build up the right way
0,softball in an hour!!! woot! miss my team terribly. 
0,has been neglecting his twitter. Poor twitter 
0,Severe upper back ache ! donno what to do 
0,"need coffee.... need coffee..... no starbucks in maili, waianae....only 7eleven &amp; McD "
0,K bout to get myself in the gym  before all machines are occupied again! like yesterday 
0,"drunk messi scares me, to be honest. "
0,@josh_spencer My dad threw away the sticker on my mirror   apparently he did not find it as funny as we did...
0,Anyone else using Yahoo mail finding it's been incredibly flaky recently? 
1,@mary5683 just wanna say i love you. nunight 
1,"umm I KNOW math but the things I kindaa had forgotten, I remember  yaaay!"
0,@Pheeby yuhh all my 338 are in low quality 
0,No more twitter and flikr from china 
0,Woke up realizing I've only eaten 2 slices of toast since Saturday...cure? More toast! Sleep didn't help the nerves 
0,work calls  have a great day folks xxx
1,http://twitpic.com/4ez6i - mexico with taylor and my family 
0,@WhnHrtsCollide remember I tried out for the dance team and didn't make it  if tina could see me now.. LOL
1,"@Christiegarcia Ur avatar, silly. I dont know what's in your closet... anymore. Since U changed the locks  BTW Your dog's hungry. LOL"
1,@Paul_Hartrick It is indeed. I like it a lot 
1,So apparently @j_nerd thinks his phone is cool because it curves and shit! 
0,@TalindaB Hey! boring 
1,@wandasanchez Big Hello my friend  so great to open my twitter and see you ;D
0,I'm feeling severely handicapped right now 
1,@taylorlehman27 yeah? Maybe this weekend I'll watch it 
1,Just got home... still feelin it 
1,@TraceCyrus i followed him 
0,just woke up from the worst dream ever 
0,"@StitchinSista It happened to me the other day (customer asked me to ship to her work address), I sent her another one "
0,"@Cindy_Stalnaker No bunnies   wish we could have, but Tucker will be coming home with us in 2 weeks! They were so sweet!Our hearts melted!"
0,Still hurt my leg 
0,I have felt so sick all week - my little suburb lungs do not like Atlanta's pollution  I need to move out of this city so bad ugh
0,Fuck Monopolyyyyyyyyy 
1,i feel like doing something...maybe play the guitar a little bit..any suggestions for songs? 
1,@aplusk in the netherlands it's 6.40 pm I'd rather have a beer 
0,"Has just managed to stab myself in the hand, whilst trying to open the seal on the milk "
0,sunburned bad and hurting 
1,two interviews tomorrow...nervous any advice 
0,"@Meloshe great band, albeit short lived "
1,I've been having the most funniest conversation with this guy I used to work with. Now: I sleep 
0,Is Sharkbait Reef any good? I've still not visited yet. 
0, @I_am_delo
0,@byepolar I haven't got &quot;Far&quot; yet! 
1,@NeoTheBest Am fost deja  pu'in ploaia ma udat...
1,Just brought Peggle for my iPod 
1,"ok first lot of photos are uploading, videos soon, shower now "
1,@buckhollywood loved your &quot;how to&quot; video 
1,"@heathsharp Because he is very veryy attractive, whitty, very very attractive, and has a big ginger thing to play with "
1,@Carpediemcymru Yeah even in my gangsta outfit I still look like a girl 
0,@catfacehorse @swingdag oh I'm at workshops tomorrow....Level 2 though. Am not going tonight 
0,i had a really good day today :] now work 6 till 11 
1,http://tinyurl.com/ch7agf this stuff is awesome! drinking it right now 
0,@UluvUY We all want a reunion.  Problem`s always at time&amp;date. Gah. @-)
0,damn i got a toothache 
1,citations are fun  #maynotbetrue
1,@J_Churchill PS. I'm not like any woman you know. 
0,@_one_fine_day_ Sonst gar keine 
0,"@DaveStyles how bad to you bite yours, I am getting worse with mine! so annoying and so automatic, don't even realize it sometimes. "
1,green tea to slow my metabolism &amp; reduce breast cancer 
1,I love Mariah and Nick! They are so cute together! 
1,@TheRemote Thanks 
1,RFOL from @JennaMadison: @paul_steele @mayorsam rofl...glad they got eaten well! Way to attack them tiger ;) *giggles* Happy you are well 
0,@terreo I tried to read your chinese twit and i have no idea what 6 of the characters mean 
0,Going to sleep even tho I know that some people are lucky enough to watch the MTV Video Music Awards 
1,@WendyGYoung Unfortunately I'm still alive ! lol ! 
1,@paul_steele you sound very happy this morning 
0,Still has some school work to do from when I crashed 
0,"@JasonBradbury I've got a very simular rig to you, I custom built mine same cpu and gfx card but you have 2 running SLI I only have one "
0,"@bouvier23 Sorry, my credits went screwed. "
0,"Riddle me this: WHY is it SNOWING? Not flurrying, S-N-O-W-I-N-G? "
1,@Bizarre57 / Yes its looking good for the weekend Barry. All uphill after these bits of cloud move away  
0,Nighty night. my ankle hurts 
0,"Lifting for the first time in a very long time. I'm weak, now  time to get stronger!!"
0," can't get motivated, it might b the sunday crying club for me!!"
1,@vishwaskasat yeah i like her as she outwit Calvin  and ofcourse i like calvin too
0,@tendercakes wooowooo!!! congratulations! wish i could make it to the kitty tonight 
0,@davidfarrier she once tried to snatch my bag off me when i told her that i dont have cigarettes because I don't smoke.she got angry 
0,"Seriously ready to be off work, 4 more hours left "
1,Hoorah for a topless Jeep day 
0,"I'm so bored here.  We're going to get pizza though.  9 days until we go home. It's 7 PM here, BTW."
0,"Please pray for my best friend, Brooke, her papa passed away last night. "
0,i feel bad at honking at some lady not making a left at the light. 
1,Just ate an orange...now my whole studio smells of oranges...YUM 
1,@WeeLin Thanks for the #followfriday 
0,jus saw sumthn very interesting.. i did not likee. now it has me wonderingg 
0,"When Isaac Haxton hit his five-outer on the river to stay alive, I had my camera on Vitaly Lunkin. Sorry y'all -- I missed a great shot. "
1,@bpmann Thanks for that! I REALLY tried hard with the free content so I'm glad you liked it  We've had some great feedback so far
0,@livlab I was down for 2+ days... started as sinus and throat drip...  day 2 was not good.   ;(
1,"@KevinRuddPM well ruddy you should be happy, you got the PM job  hey, bring back the youth allowance please!"
1,@mediahunter it's my first viewing. Episode 2 tonight 
1,@_JadeLakeasha What Happened To Their Account On Youtube? And Hey! 
1,"Pumped to meet you guys in Boston!  Shouts to Valarie, Andrew, Tim, Natalie, Lisa, Bob, Michelle, Julianne, Gwen, &amp; more for the help "
0,Yawwnn....We're paiting....I spilled yellow paint on the carpet-sorry Dad! 
1,Always ask for more!  - http://tweet.sg
1,@betsymaebartlet omg you officially love the killers again?! 
0,It's rainin again n nyc- ughh! 20 days in Jun n 16 of em rain  next vaKtn I'm goin west or south.
1,@D_Kimber oh no! wild parting last night? 
0,@twinkle_little You must figure it out!!! I miss your updates. 
1,@ShesElectric_ hope your back feels better dear 
0,@lfesvr  I missed that tweet   I turned them off a couple of days ago and now I have to catch up big time..lol
0,Postman hasnt arrived yet with my Graze box  Hungry!!!
1,"@xa84te aw, ily boo.  when am i gonna see you?! p.s. i really hope you were kidding about falling asleep driving, ha."
1,"@danishk yeah sure, i just love my job and my office. "
0,@jaybrannan haha...hi! you know....I keep asking myself the same question....I think it's an international issue...too bad for us... 
1,@jesse2534 lol Physics is too hard coz i dont like calculating!! i also hate Bio haha. Language is the only thing that i love! 
0,Last sweet was meant to be in reply to @eXpSG. @fail 
1,@carlo_miguel You're a fan of WWE?! Me too! 
0,@Shellbell301 RIGHT HERE! Love you mama but im hurt 
1,@THE_REAL_INDIAN waitin on u to cook for me 
1,the corrs - what can i do ahhh... 
1,@mariqueen http://twitpic.com/5exe7 - Very sweet! Hope you two are having a delicious evening together. 
1,Its the big day  excited but nervous. Its gonna be fun though ;)
1,@hapagirl02 ooh sorry lol buuut i think u'll find it funny 
1,"@DanielleSmiling Thank you, I will!!!  And be sure, IÂ´ll tell you every little thing about it!!! ;-)"
0,@cristinatarga you have troy???  he's sick???  poor puppy dog.
1,oooh just saw @mileycrus 's it was better than i was expecting..... another good job from the very talented @mileycrus 
0,@emboosh yup =] =] =] =] =] i cant wait to see everyone ... cause like at wembley everyone was meeting up and i couldnt go !!! 
0,Am now stuck in traffic jam. Should have walked...serves me right for being so lazy 
0,I am STARVIN MARVIN. Another hour untill food! 
1,@irenekoehler Congratulations on the new addition to the family! You're up for an amazing experience  #finally #fb
0,mark derosa AND kerry wood on the visiting side really makes my heart hurt 
1,such a nice day .. off to french market now 
1,@angel_baby1234 Haha about g flat.Only you.Yes we will do something over the Summer 
1,@RichTea01 thank you  why are you car less?! o_O
0,"Watching Fox Saturday Baseball game of the week, but can't keep my head in the game. 40 Year reunion is tonight, but I'm not going. "
0,OMG i gained 3 kgs in one week. Calories overload and no exercise is sooooo NOT right!!! 
1,OMG! The banana pudding I just made tastes soooooooooo good! 
1,@jenniferjunipr just emailed you the first article; itching for some feedback. 
0,Omg im fallling asleep during service!!  im so tired!! - http://tweet.sg
0,im soooo hungry  someone bring me food please!!
0,cant watch the game tonight...too much homework. wishing i was at summerjam too 
0,@andrevivian It's just gonna be the PSP and a few exclusive games 
0,Oh nooooooooooo!!!! I'm now 8.5 stone  I've always been 8 on the dot.... Don't tell me my eatings days are becoming affective 
0,@trixie360 that is just from the past 2 hours too  I filled up four of them yesterday morning as well. And still no baby...
1,@ladyemusic Be careful you might get alot of bags under your eyes. Sleep hun ! 
0,Damn it redwings tie it up. 
1,@EviLovesMcFly Omg that would be amazing. I wouldn't be able to eat anything  I would stare at dougie all the time 
0,Jury duty 
1,@Rebekah_McFly :L all the saturdays are tbh there style is different which i love but i copy some stuff the make it design different  xxx
1,"@bkwrm40 Do you sell on bonanzle? I do mostly ebay, antiques and collectibles "
0,@MyLoveIsAmazing Awwww.. So u know my pain??   ::tears::
1,"busy day. Work, nap, softball, family in town and tennis. Now I am just enjoying some iced tea "
1,"had SO MUCH fun fun fun today! to its beyond extremity. thank you farrah, @seeyuh, kimster, joanster, and stepper! "
1,@refreshedbug yeah indeed  all's going well ;) will do 
0,@NuWaveSexSlave someone has to be responsible lol that's why I was down for tonight! Thank u shane!!! 
0,well this is it im not gonna be home for a week talk to u guys l8ter.   :
1,I like when he holds my hand 
0,so so so bored 
0, called in again
1,@AmberAusten LOVE IT!!!!  and commented.  
0,@Ellectrocutie just have a sick baby  he's having trouble sleeping lately and now i'm up extra early to take my husband to work
0,looooooooooooooong day  im going blonde tonight!!
0,i wish i lived in the states 
0,@stujessica i have a feeling you're not going to keep me company today 
0,At work.   But at least Shogun won  
0,totally bored !!!!!! 
1,@KimKardashian don't do it! your hair is stunning and long hair suits you very well 
1,Hero's was amazing tonight OMG! cant wait until next week 
